,Surface Latitude,Surface Longitude,API,Lat Len - Horz Disp,Lat Len - Gross Perf,Year,Depth Total Maximum,Perforation Upper,Perforation Lower,FName_BRISCOE RANCH,FName_BRISCOE RANCH D1,FName_CAGE RANCH,FName_CHITTIM,FName_CYPRESS LANDING,FName_DE WITT,FName_DILWORTH,FName_DOERING RANCH,FName_EAGLEVILLE,FName_GIDDINGS,FName_HAWKVILLE,FName_HAWKVILLE D1,FName_PEARSALL,FName_PILGRIM,FName_PLEASANTON,FName_RED HAWK DIST 1,FName_SACATOSA,FName_SMILEY,FName_SOUTHERN BAY,FName_SUGARKANE,FName_UNNAMED,FName_WILDCAT,PrType_BUXT,PrType_CER,PrType_RCSD,PrType_SAND,PrType_SANDCER,PrType_SANDCERRCCR,PrType_SANDCRRCSD,PrType_SANDRCCR,PrType_SANDRCSD,PrType_SDRCSDCERRCR,FlType_A,FlType_F,FlType_FLUD,FlType_FRAC,FlType_GAFR,FlType_GEL,FlType_KCL,FlType_SLKW,FlType_U,FlType_W,FlType_X-LINKGEL,Proppant Amount,Fluid Amount,Proppant div Fluid,y_true,y_pred,dm,Trt Proppant Type,Trt Fluid Type,Trt N Frac Stages,Date Completion,Liquid,Operator
42127356890000,28.327480555999998,-99.916722222,42127356890000,5809.0,4329.0,2014.0,12053.0,7628.0,11957.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3126000.0,6693078.0,0.4670496892461137,0.14681210188059504,0.10714272409677504,0.2702050939648273,SAND,SLKW,1.0,2014-03-14,61175.0,ANADARKO E&P ONSHORE
42127357110000,28.328213899999998,-99.9124806,42127357110000,5503.0,4140.0,2014.0,11826.0,7585.0,11725.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2976000.0,6249768.0,0.4761776757153226,0.07940088147706968,0.1355372667312622,0.7069995220444026,SAND,SLKW,1.0,2014-03-21,31641.0,ANADARKO E&P ONSHORE
42127357120000,28.328213899999998,-99.9124334,42127357120000,5486.0,4477.0,2014.0,12186.0,7613.0,12090.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3184000.0,6911688.0,0.4606689422323461,0.11224434170386847,0.15559661388397214,0.38623124802565945,SAND,SLKW,1.0,2014-03-21,48370.0,ANADARKO E&P ONSHORE
42127357630000,28.351672221999998,-99.59023055600001,42127357630000,6461.0,5457.0,2014.0,14219.0,8059.0,13516.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4556000.0,2838150.0,1.6052710392333034,0.06448744530714604,0.10612239688634872,0.6456287945800979,SAND,X-LINKGEL,17.0,2014-02-22,33873.0,ROSETTA RES OPER LP
42127357770000,28.351672221999998,-99.59023055600001,42127357770000,6406.0,6066.0,2014.0,14250.0,8066.0,14132.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5662000.0,3285366.0,1.7234000717119493,0.11079246101107001,0.07724156975746155,0.3028264824829207,SAND,X-LINKGEL,19.0,2014-02-22,64690.0,ROSETTA RES OPER LP
42149332620100,29.710330499999998,-97.00281120000001,42149332620100,6744.0,5559.0,2012.0,18167.0,12476.0,18035.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1414000.0,2057958.0,0.6870888521534453,0.016941294753417258,0.189191609621048,10.167482319076335,SANDRCSD,X-LINKGEL,1.0,2012-10-26,9065.0,SN OPERATING LLC
42149332680000,29.647275,-97.11116949999999,42149332680000,6488.0,5163.0,2012.0,16905.0,11614.0,16777.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5856000.0,5796000.0,1.010351966873706,0.2840375506435411,0.11492028832435608,0.5954045932871118,SAND,FLUD,1.0,2012-11-26,141157.0,SN OPERATING LLC
42149332710000,29.6445666,-97.0906473,42149332710000,7300.0,6028.0,2013.0,18146.0,11980.0,18008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3850000.0,4146366.0,0.9285239170878788,0.19083400023634,0.11349412798881532,0.40527302342214944,SAND,X-LINKGEL,1.0,2013-02-18,110727.0,SN OPERATING LLC
42149332730000,29.646988758000003,-97.123353203,42149332730000,637.0,5821.0,2013.0,17032.0,11062.0,16883.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4030000.0,4482534.0,0.8990450490726897,0.13781497600798245,0.14684663712978366,0.06553468558655105,SAND,FLUD,1.0,2013-04-04,77218.0,SN OPERATING LLC
42149332740000,29.646990092,-97.123407627,42149332740000,6151.0,5245.0,2013.0,16570.0,11185.0,16430.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1894000.0,6184122.0,0.3062682139841355,0.16035767188581426,0.10955245047807692,0.3168243889441982,SAND,X-LINKGEL,1.0,2013-04-02,80958.0,SN OPERATING LLC
42149332760000,29.6445666,-97.0906,42149332760000,6787.0,5862.0,2013.0,17600.0,11598.0,17460.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6362000.0,6163878.0,1.0321424272187087,0.1573207778915046,0.15365423262119293,0.023306173027190773,SAND,X-LINKGEL,1.0,2013-03-13,88768.0,SN OPERATING LLC
42149332780000,29.661908333000003,-97.0802715,42149332780000,5342.0,4518.0,2013.0,16718.0,12008.0,16526.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2638000.0,3156216.0,0.8358109837856471,0.06351387873164875,0.07692325115203857,0.21112507515161366,SANDCER,X-LINKGEL,1.0,2013-04-14,27621.0,SN OPERATING LLC
42149332860000,29.662125,-97.089047222,42149332860000,6385.0,5928.0,2013.0,17637.0,11610.0,17538.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5974000.0,4472790.0,1.3356316750842316,0.060811291664355824,0.11783994734287262,0.9377971445382698,SAND,X-LINKGEL,1.0,2013-12-17,34699.0,SN OPERATING LLC
42149332870000,29.66214444400001,-97.088925,42149332870000,5830.0,5200.0,2013.0,16874.0,11576.0,16776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5536000.0,4106004.0,1.3482695097228352,0.0603063856691254,0.06849676370620728,0.13581278244759815,SAND,X-LINKGEL,1.0,2013-12-16,30185.0,SN OPERATING LLC
42149332880000,29.66215,-97.088861111,42149332880000,5783.0,5232.0,2013.0,16812.0,11471.0,16703.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5688000.0,4649862.0,1.2232621097142238,0.07093618197813246,0.060613282024860375,0.14552376044786747,SANDRCSD,X-LINKGEL,1.0,2013-12-16,35724.0,SN OPERATING LLC
42149332890000,29.662169399999996,-97.088738889,42149332890000,5863.0,5928.0,2013.0,16961.0,10933.0,16861.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5422000.0,4792872.0,1.1312632592733542,0.1426022073096334,0.07336337864398956,0.4855382674077757,SANDRCSD,X-LINKGEL,1.0,2013-12-16,81369.0,SN OPERATING LLC
42149332900000,29.669738899999995,-97.108875,42149332900000,8288.0,7386.0,2013.0,18670.0,11154.0,18540.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4284000.0,5995710.0,0.7145108752758222,0.0888877691597209,0.1477854698896408,0.6626074800469753,SAND,FLUD,1.0,2013-08-02,63194.0,SN OPERATING LLC
42149332910000,29.669738889,-97.10881111100001,42149332910000,5297.0,3990.0,2013.0,15900.0,11532.0,15522.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2324000.0,2945670.0,0.7889546351084813,0.07798550623133177,0.08059730380773544,0.03349080749256407,SAND,FLUD,1.0,2013-08-01,29951.0,SN OPERATING LLC
42149332920000,29.669751168,-97.108939034,42149332920000,8240.0,7185.0,2013.0,18540.0,11265.0,18450.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2896000.0,8157996.0,0.3549891419412317,0.10973487917179056,0.09209471195936204,0.16075260068234767,SAND,X-LINKGEL,1.0,2013-08-04,75892.0,SN OPERATING LLC
42149332990000,29.66317320000001,-97.1154871,42149332990000,6050.0,5450.0,2013.0,16972.0,11434.0,16884.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6158000.0,4765572.0,1.2921848625936194,0.1359706261153701,0.06528570502996445,0.5198543472575468,SAND,X-LINKGEL,1.0,2013-09-05,71329.0,SN OPERATING LLC
42149333000000,29.663175,-97.1153945,42149333000000,5905.0,5295.0,2013.0,16622.0,11227.0,16522.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6130000.0,4752384.0,1.2898789323421676,0.055582841398579684,0.14012345671653748,1.5209840517458335,SAND,X-LINKGEL,1.0,2013-09-05,28329.0,SN OPERATING LLC
42149333010000,29.664686100000004,-97.1187112,42149333010000,6661.0,6008.0,2014.0,17193.0,11086.0,17094.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5770000.0,4455108.0,1.2951425644451269,0.1362437663024643,0.12544585764408112,0.07925433178653893,SAND,X-LINKGEL,1.0,2014-02-11,78790.0,SN OPERATING LLC
42149333020000,29.664688899999998,-97.1186167,42149333020000,6547.0,5785.0,2014.0,17070.0,11181.0,16966.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5746000.0,4492278.0,1.2790837966839983,0.12447992801411302,0.07987908273935318,0.3582974860790664,SAND,X-LINKGEL,1.0,2014-02-11,69315.0,SN OPERATING LLC
42149333050000,29.6486,-97.0999639,42149333050000,7037.0,5831.0,2013.0,17581.0,11653.0,17484.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7006000.0,5652150.0,1.2395283210813584,0.10968981565228833,0.15943783521652222,0.4535336235948544,SAND,X-LINKGEL,1.0,2013-10-24,61565.0,SN OPERATING LLC
42149333060000,29.6486027,-97.0998695,42149333060000,7027.0,5586.0,2013.0,17660.0,11973.0,17559.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6768000.0,5453238.0,1.2410974910686092,0.15370424495681473,0.11558879166841507,0.2479791843036521,SAND,X-LINKGEL,1.0,2013-10-24,82644.0,SN OPERATING LLC
42149333110000,29.64735,-97.1293473,42149333110000,3824.0,3451.0,2013.0,14740.0,11177.0,14628.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2822000.0,2526720.0,1.1168629685916922,0.18653913140126152,0.14836588501930234,0.20463934883370533,SAND,X-LINKGEL,1.0,2013-11-05,61964.0,SANCHEZ OIL&GAS CORP
42149333120000,29.647269399999995,-97.1293473,42149333120000,5086.0,4606.0,2013.0,16139.0,11433.0,16039.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3812000.0,3477810.0,1.0960920809359913,0.10799324764006447,0.1725529581308365,0.5978124734793231,SAND,X-LINKGEL,1.0,2013-11-22,47879.0,SN OPERATING LLC
42149333150000,29.64381729,-97.12486159999999,42149333150000,7579.0,6491.0,2014.0,17852.0,11201.0,17692.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6032000.0,4160352.0,1.4498773180730862,0.12134099100334922,0.1384156346321106,0.1407162038777983,SAND,FLUD,1.0,2014-03-16,75813.0,SN OPERATING LLC
42149333160000,29.6438166,-97.12495559999999,42149333160000,5498.0,5306.0,2014.0,16678.0,11217.0,16523.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5320000.0,3607800.0,1.4745828482731862,0.15337443576411305,0.14863356947898865,0.030910407340736464,SAND,X-LINKGEL,1.0,2014-03-13,78333.0,SN OPERATING LLC
42149333170000,29.643819399999995,-97.1247667,42149333170000,5470.0,5203.0,2014.0,16664.0,11309.0,16512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5322000.0,3524346.0,1.5100673997388452,0.17863839355061226,0.13777954876422882,0.2287237585060751,SAND,X-LINKGEL,1.0,2014-03-16,89465.0,SN OPERATING LLC
42149333180000,29.749488899999996,-96.9999473,42149333180000,5221.0,4534.0,2014.0,16370.0,11718.0,16252.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3976000.0,4247964.0,0.9359778001885138,0.04722957985630639,0.13392984867095947,1.8357196714100417,SANDRCSD,X-LINKGEL,1.0,2014-01-22,20612.0,SN OPERATING LLC
42149333190000,29.680627778,-97.12698611100001,42149333190000,6362.0,5830.0,2013.0,16371.0,10510.0,16340.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6162000.0,5259450.0,1.171605396001483,0.21717550882304565,0.11645759642124175,0.4637627555134162,SANDRCSD,X-LINKGEL,1.0,2013-10-27,121872.0,OAK VALLEY OPER LLC
42149333310000,29.645377778,-97.10833333299999,42149333310000,5938.0,5306.0,2014.0,16987.0,11536.0,16842.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5014000.0,3199182.0,1.5672756348341546,0.12353482281624835,0.13534344732761386,0.09558943982078802,SAND,FLUD,1.0,2014-03-23,63093.0,SN OPERATING LLC
42149333320000,29.645405556,-97.10823888899999,42149333320000,5969.0,5512.0,2014.0,17058.0,11395.0,16907.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5278000.0,3247650.0,1.6251751266300247,0.12934469252639322,0.14045386016368866,0.08588808261327444,SAND,FLUD,1.0,2014-03-23,68625.0,SN OPERATING LLC
42163334130000,28.68497,-99.01856,42163334130000,5111.0,4636.0,2010.0,12505.0,7724.0,12360.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4599975.0,3788820.0,1.214091722488796,0.04186093349250062,0.10073897242546084,1.406515192584231,SAND,FLUD,15.0,2010-08-12,18680.0,GOODRICH PTRLM CO
42163334580000,28.648808333,-98.852755556,42163334580000,5050.0,4417.0,2011.0,12910.0,8402.0,12819.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4112000.0,4235910.0,0.9707477259904012,0.19322863779730245,0.16113042831420898,0.16611517758959005,SAND,FLUD,1.0,2011-05-20,82153.0,CABOT OIL & GAS CORP
42163334710000,28.724397221999997,-98.816661111,42163334710000,5182.0,4620.0,2011.0,12555.0,7822.0,12442.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4500000.0,4751166.0,0.9471359241078928,0.1459682761074542,0.09916751086711884,0.3206228537348971,SANDCERRCCR,X-LINKGEL,1.0,2011-07-21,64912.0,CABOT OIL & GAS CORP
42163334750000,28.709972221999998,-98.82281111100001,42163334750000,4478.0,3578.0,2011.0,11890.0,7955.0,11533.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4744000.0,4520040.0,1.0495482340864242,0.17246156649846475,0.1366272121667862,0.20778168179283907,SAND,FLUD,1.0,2011-08-19,59396.0,CABOT OIL & GAS CORP
42163334760000,28.730361111,-98.814055556,42163334760000,5527.0,4650.0,2011.0,12810.0,7985.0,12635.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4834000.0,4893630.0,0.98781477144778,0.10865149624392402,0.12615588307380676,0.16110580558030405,SANDRCSD,X-LINKGEL,1.0,2011-07-31,48631.0,CABOT OIL & GAS CORP
42163334770000,28.715311111,-98.818038889,42163334770000,5638.0,4693.0,2011.0,13121.0,12946.0,12946.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6556000.0,6384000.0,1.0269423558897244,0.08133248878393644,0.2399349957704544,1.9500510725529736,SAND,X-LINKGEL,1.0,2011-07-17,36740.0,CABOT OIL & GAS CORP
42163334790000,28.72983983,-98.81646479999999,42163334790000,4470.0,3877.0,2011.0,11975.0,7921.0,11798.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3906000.0,3785670.0,1.0317856548510569,0.13571137124100333,0.15642544627189636,0.15263330435375164,SAND,FLUD,1.0,2011-08-05,50645.0,CABOT OIL & GAS CORP
42163334860000,28.733527778000003,-98.81256666700001,42163334860000,5171.0,4446.0,2011.0,12500.0,7867.0,12313.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5952000.0,5378772.0,1.1065722808105642,0.14849365352263694,0.10356639325618744,0.3025534034665031,SAND,FLUD,1.0,2011-09-16,63548.0,CABOT OIL & GAS CORP
42163334880000,28.72875,-98.80172222200001,42163334880000,4402.0,3796.0,2011.0,11808.0,7873.0,11669.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5908000.0,5363946.0,1.1014279412954568,0.13954868715446686,0.14789101481437686,0.05978076777372941,SAND,FLUD,1.0,2011-09-23,50989.0,CABOT OIL & GAS CORP
42163334910000,28.71720938,-98.80942501,42163334910000,4145.0,3267.0,2011.0,11610.0,7989.0,11256.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5642000.0,5024964.0,1.1227941135498682,0.11953598248990527,0.14357464015483856,0.2010997622993005,SAND,X-LINKGEL,1.0,2011-11-04,37590.0,CABOT OIL & GAS CORP
42163334960000,28.9087186,-99.2373533,42163334960000,5856.0,4822.0,2012.0,11000.0,6055.0,10877.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7800000.0,7593768.0,1.0271580590821316,0.013465679562280187,0.09413743764162064,5.990916218243947,SAND,GEL,1.0,2012-09-13,6250.0,BRC OPERATING CO LLC
42163334990000,28.738780556,-98.80745,42163334990000,4767.0,3511.0,2011.0,12058.0,8370.0,11881.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4516000.0,3908898.0,1.1553128272981286,0.2627590000897376,0.14154525101184845,0.4613115023138775,SAND,FLUD,1.0,2011-10-08,88800.0,CABOT OIL & GAS CORP
42163335000000,28.738933333000002,-98.80234722200001,42163335000000,5579.0,4910.0,2011.0,12865.0,7774.0,12684.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6396000.0,5700114.0,1.1220828215014649,0.17168578076611893,0.1285146027803421,0.2514545921807427,SANDCRRCSD,X-LINKGEL,1.0,2011-10-21,81141.0,CABOT OIL & GAS CORP
42163335010000,28.71731304,-98.81282795,42163335010000,7341.0,6354.0,2011.0,14815.0,8071.0,14425.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8654000.0,8494584.0,1.0187667812808725,0.12109593180436445,0.1553843468427658,0.2831508418779564,SANDCRRCSD,X-LINKGEL,1.0,2011-11-01,74063.0,CABOT OIL & GAS CORP
42163335120000,28.721713889,-98.803555556,42163335120000,5127.0,4144.0,2011.0,12586.0,8265.0,12409.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6032000.0,5786844.0,1.0423643699398153,0.110391082667795,0.1683017760515213,0.5245957552386693,SANDCER,X-LINKGEL,1.0,2011-11-05,44033.0,CABOT OIL & GAS CORP
42163335390000,28.7040305,-98.8881945,42163335390000,6768.0,5678.0,2013.0,14870.0,8821.0,14499.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2722000.0,3726324.0,0.7304786164595457,0.0562962339623734,0.07365630567073822,0.3083700362615329,SAND,FLUD,1.0,2013-05-15,30768.0,CABOT OIL & GAS CORP
42163335440000,28.668502778,-98.825325,42163335440000,6500.0,6010.0,2012.0,14770.0,8582.0,14592.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8416000.0,6861288.0,1.226591858554837,0.16549344881817976,0.13661256432533264,0.17451376292591045,SANDRCSD,X-LINKGEL,1.0,2012-04-02,95737.0,CABOT OIL & GAS CORP
42163335490000,28.731013899999997,-98.8651389,42163335490000,6164.0,5185.0,2012.0,13743.0,8350.0,13535.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2518000.0,2765910.0,0.9103694624915488,0.04990947437946658,0.10072468221187593,1.0181475253787755,SANDRCSD,X-LINKGEL,1.0,2012-11-11,24909.0,EF ENERGY LLC
42163335770000,28.664613889,-99.22570833299999,42163335770000,7176.0,6174.0,2012.0,14240.0,7786.0,13960.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1101240.0,2648457.0,0.4158043721306406,0.046195391189744014,0.07870630919933319,0.7037697305355226,SAND,X-LINKGEL,21.0,2012-07-08,27453.0,SN OPERATING LLC
42163335790000,28.719013889,-98.80640277799999,42163335790000,5138.0,1455.0,2012.0,12619.0,10736.0,12191.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1774000.0,1994286.0,0.8895414198364728,0.17052307866120606,0.1821366101503372,0.06810533553763047,SANDRCSD,X-LINKGEL,1.0,2012-09-03,23882.0,CABOT OIL & GAS CORP
42163335870000,28.872608000000003,-99.262245,42163335870000,4206.0,3284.0,2012.0,10512.0,7113.0,10397.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4100000.0,2608914.0,1.5715351291763546,0.10855662156074282,0.06301137059926988,0.4195529513230856,SAND,GEL,1.0,2012-10-04,34315.0,BRC OPERATING CO LLC
42163335940000,28.679752778,-98.866369444,42163335940000,5594.0,4588.0,2012.0,13494.0,8489.0,13077.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6124000.0,5428458.0,1.1281288351130283,0.1553623580274928,0.10047991573810576,0.35325443682873986,SANDRCSD,X-LINKGEL,1.0,2012-08-22,68611.0,CABOT OIL & GAS CORP
42163336020000,28.6797527,-98.8664334,42163336020000,5648.0,5277.0,2012.0,13780.0,8384.0,13661.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6420000.0,5783736.0,1.110009170543054,0.11125152990101783,0.09043252468109132,0.1871345521131217,SANDRCSD,X-LINKGEL,1.0,2012-08-22,56509.0,CABOT OIL & GAS CORP
